year,iso_i,iso_j,exports,imports,dist,distw,distcap,distwces,cont,lang,ccol,crel,rta,gdp_i,gdp_pcap_i,gdp_j,gdp_pcap_j
2016,GTM,MEX,458661108,1940613715,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,66053725049.0138,4173.30166619474,1078490651625.31,8744.51555912786
2017,GTM,MEX,510994214,1964467126,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,71654134378.5299,4454.04814983548,1158913035796.37,9287.84958732302
2018,GTM,MEX,508164307,2133569734,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,73208583758.9105,4478.42464550944,1222408203104.3,9686.98492655586
2019,GTM,MEX,555446761,2192360415,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,77020015201.3201,4638.63494319511,1269433932805.91,9950.45008048459
2020,GTM,MEX,462757198,2123864638,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,77604632170.5853,4603.33961670975,1073915880822.5,8329.27131263927
1995,GTM,NIC,70972541,7674385,536.598,555.192,536.598,544.133,0,1,0,0.892,1,14655404433.2771,1424.68254256258,4140470000,890.005449052435
1996,GTM,NIC,79872839,8173657,536.598,555.192,536.598,544.133,0,1,0,0.892,1,15674835615.3139,1487.60765839974,4308351902.78601,908.63384789261
1997,GTM,NIC,83212020,9288920,536.598,555.192,536.598,544.133,0,1,0,0.892,1,17790026221.6139,1649.00160206099,4389965590.96538,909.33649213871
1998,GTM,NIC,92542112,13872419,536.598,555.192,536.598,544.133,0,1,0,0.892,1,19395491992.9939,1755.84958223191,4635267224.84195,943.922856694084
1999,GTM,NIC,103703603,7270167,536.598,555.192,536.598,544.133,0,1,0,0.892,1,18318412251.3642,1619.51073552531,4855717874.68247,972.886793493075
2000,GTM,NIC,114328157,16881490,536.598,555.192,536.598,544.133,0,1,0,0.892,1,19288827158.9035,1664.29895827045,5107329007.0922,1007.499838655
2001,GTM,NIC,130611723,32607919,536.598,555.192,536.598,544.133,0,1,0,0.892,1,18405203853.1036,1550.36036555447,5323146565.70315,1034.55138685018
2002,GTM,NIC,136173691,27284191,536.598,555.192,536.598,544.133,0,1,0,0.892,1,20444205991.025,1682.99450068936,5224213017.54386,1000.93671470556
2003,GTM,NIC,153911225,28949495,536.598,555.192,536.598,544.133,0,1,0,0.892,1,21576351798.9145,1737.87928692973,5322454925.84746,1005.73304356528
2004,GTM,NIC,174516962,34564888,536.598,555.192,536.598,544.133,0,1,0,0.892,1,23577286226.6407,1859.098363351,5795568204.64532,1080.26911900907
2005,GTM,NIC,213216366,35140435,536.598,555.192,536.598,544.133,0,1,0,0.892,1,26783543667.064,2068.50012859333,6321335612.22233,1162.28968513428
2006,GTM,NIC,141209179,11868423,536.598,555.192,536.598,544.133,0,1,0,0.892,1,29744368110.9094,2251.08796275499,6763418645.81377,1226.64430910063
2007,GTM,NIC,267181922,79820538,536.598,555.192,536.598,544.133,0,1,0,0.892,1,33567868322.6252,2490.74912665208,7423421958.4248,1327.96678222132
2008,GTM,NIC,327542529,92738008,536.598,555.192,536.598,544.133,0,1,0,0.892,1,38503862830.6878,2802.46196190125,8496946608.23151,1499.2576198887
2009,GTM,NIC,281816005,52873116,536.598,555.192,536.598,544.133,0,1,0,0.892,1,37125943564.9873,2651.81712283814,8298679908.55232,1444.36951048837
2010,GTM,NIC,352669402,82303152,536.598,555.192,536.598,544.133,0,1,0,0.892,1,40676432028.5934,2852.54732650116,8758592272.10579,1503.8641909311
2011,GTM,NIC,458944912,76927969,536.598,555.192,536.598,544.133,0,1,0,0.892,1,46876114650.4996,3228.0457411296,9774262741.75783,1655.80294573178
2012,GTM,NIC,473274524,97821406,536.598,555.192,536.598,544.133,0,1,0,0.892,1,49593961141.7484,3355.03691881272,10532006608.1447,1760.46030828841
2013,GTM,NIC,486919068,109943450,536.598,555.192,536.598,544.133,0,1,0,0.892,1,52996540703.5943,3522.77370621475,10982979274.1922,1811.63680270363
2014,GTM,NIC,513740731,123330063,536.598,555.192,536.598,544.133,0,1,0,0.892,1,57852399963.7878,3779.64233613025,11880434070.7811,1934.06292227225
2015,GTM,NIC,554815881,131354277,536.598,555.192,536.598,544.133,0,1,0,0.892,1,62186186575.7433,3994.63691288475,12756706583.3113,2049.8516660809
2016,GTM,NIC,569273582,121339835,536.598,555.192,536.598,544.133,0,1,0,0.892,1,66053725049.0138,4173.30166619474,13286083644.8761,2107.5740596602
2017,GTM,NIC,562222394,128179985,536.598,555.192,536.598,544.133,0,1,0,0.892,1,71654134378.5299,4454.04814983548,13785876629.3189,2159.15671369193
2018,GTM,NIC,540523034,159567558,536.598,555.192,536.598,544.133,0,1,0,0.892,1,73208583758.9105,4478.42464550944,13025239912.2751,2014.57518879047
2019,GTM,NIC,549888751,147741657,536.598,555.192,536.598,544.133,0,1,0,0.892,1,77020015201.3201,4638.63494319511,12611218627.0632,1926.69969398276
2020,GTM,NIC,662430787,143448900,536.598,555.192,536.598,544.133,0,1,0,0.892,1,77604632170.5853,4603.33961670975,12621505382.6062,1905.26115155921
1995,GTM,PAN,37000812,86391345,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,14655404433.2771,1424.68254256258,9573813700,3494.51728987501
1996,GTM,PAN,46322730,79768490,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,15674835615.3139,1487.60765839974,9870494000,3529.85222210421
1997,GTM,PAN,42574805,111833520,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,17790026221.6139,1649.00160206099,10677286100,3741.28732996555
1998,GTM,PAN,67640133,153733209,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,19395491992.9939,1755.84958223191,11575486400,3974.66430520293
1999,GTM,PAN,64232885,146208350,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,18318412251.3642,1619.51073552531,12130252200,4082.61458260762
2000,GTM,PAN,54723005,162554013,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,19288827158.9035,1664.29895827045,12304115000,4060.31779345702
2001,GTM,PAN,43388472,211239017,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,18405203853.1036,1550.36036555447,12502013400,4046.42914824085
2002,GTM,PAN,68661922,268599078,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,20444205991.025,1682.99450068936,12994310400,4126.23238637176
2003,GTM,PAN,91647490,322259706,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,21576351798.9145,1737.87928692973,13693981200,4267.29268669665
2004,GTM,PAN,107561220,398074542,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,23577286226.6407,1859.098363351,15013381700,4592.15261354224
2005,GTM,PAN,80497473,132944936,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,26783543667.064,2068.50012859333,16374393900,4916.90761156463
2006,GTM,PAN,82000696,363330704,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,29744368110.9094,2251.08796275499,18141666300,5348.88425269771
2007,GTM,PAN,118692622,399562090,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,33567868322.6252,2490.74912665208,21295984230.2564,6166.18787089344
2008,GTM,PAN,161214724,412007134,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,0,38503862830.6878,2802.46196190125,25155888616.322,7154.27450066094
2009,GTM,PAN,183858212,78095547,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,37125943564.9873,2651.81712283814,27116635565.1742,7576.14045682481
2010,GTM,PAN,222023336,438372989,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,40676432028.5934,2852.54732650116,29440287581.2675,8082.01617465426
2011,GTM,PAN,247479366,476968531,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,46876114650.4996,3228.0457411296,34686224301.1773,9358.26813025982
2012,GTM,PAN,246624979,543402364,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,49593961141.7484,3355.03691881272,40429734384.2184,10722.2614716668
2013,GTM,PAN,237409700,584874521,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,52996540703.5943,3522.77370621475,45599994004.8873,11889.0950663345
2014,GTM,PAN,282680559,679747793,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,57852399963.7878,3779.64233613025,49921464365.3204,12796.0740287868
2015,GTM,PAN,261533693,606472333,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,62186186575.7433,3994.63691288475,54091713775.5634,13630.3011411301
2016,GTM,PAN,248878773,565204157,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,66053725049.0138,4173.30166619474,57907695408.9392,14343.9802572159
2017,GTM,PAN,288754525,556638792,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,71654134378.5299,4454.04814983548,62202725204.4646,15146.4085115348
2018,GTM,PAN,242996861,586555163,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,73208583758.9105,4478.42464550944,64929409212.4566,15544.9990788449
2019,GTM,PAN,233427674,670289506,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,77020015201.3201,4638.63494319511,66984427150.321,15774.2549406847
2020,GTM,PAN,214932190,618568657,1356.189,1320.565,1356.189,1311.315,0,1,0,0.802,1,77604632170.5853,4603.33961670975,53977036995.1729,12509.8352901414
1995,GTM,PER,28605254,9217161,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,14655404433.2771,1424.68254256258,53312793687.3836,2194.01724731413
1996,GTM,PER,29487254,5309981,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,15674835615.3139,1487.60765839974,55252414130.3019,2232.07581576996
1997,GTM,PER,13160991,10184991,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,17790026221.6139,1649.00160206099,58147522522.5225,2306.4385268089
1998,GTM,PER,48545640,11588632,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,19395491992.9939,1755.84958223191,55501467877.381,2163.11935688776
1999,GTM,PER,8631840,14043922,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,18318412251.3642,1619.51073552531,50187324567.883,1924.48641937224
2000,GTM,PER,4655511,20221080,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,19288827158.9035,1664.29895827045,51744749133.213,1955.58800627896
2001,GTM,PER,6514556,10181609,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,18405203853.1036,1550.36036555447,52030158775.4055,1941.47534195424
2002,GTM,PER,6092136,14152231,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,20444205991.025,1682.99450068936,54777553515.0809,2021.24003836472
2003,GTM,PER,1440150,15258569,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,21576351798.9145,1737.87928692973,58731030121.8671,2145.64388854096
2004,GTM,PER,6014490,17776066,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,23577286226.6407,1859.098363351,66768703497.5687,2417.03436315532
2005,GTM,PER,11341717,62036975,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,26783543667.064,2068.50012859333,76060606060.6061,2729.49917213529
2006,GTM,PER,18132235,46566950,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,29744368110.9094,2251.08796275499,88643193061.748,3154.3313491397
2007,GTM,PER,38143670,105806037,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,33567868322.6252,2490.74912665208,102170981144.136,3606.07068932344
2008,GTM,PER,53105759,183672387,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,38503862830.6878,2802.46196190125,120550599815.441,4220.61637832028
2009,GTM,PER,27867540,80725078,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,37125943564.9873,2651.81712283814,120822986521.479,4196.31162707942
2010,GTM,PER,79759489,67439847,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,40676432028.5934,2852.54732650116,147528937028.778,5082.35370614454
2011,GTM,PER,82403622,102224358,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,46876114650.4996,3228.0457411296,171761737046.585,5869.32388186462
2012,GTM,PER,80241333,115477369,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,49593961141.7484,3355.03691881272,192648999090.082,6528.9717753128
2013,GTM,PER,30110713,91731907,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,52996540703.5943,3522.77370621475,201175469114.327,6756.75299620034
2014,GTM,PER,30584653,204199791,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,57852399963.7878,3779.64233613025,200789362451.567,6672.8773725884
2015,GTM,PER,52641018,104080128,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,62186186575.7433,3994.63691288475,189805300841.603,6229.10067398112
2016,GTM,PER,51163283,85088516,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,66053725049.0138,4173.30166619474,191895943823.887,6204.9964574796
2017,GTM,PER,87039767,70582248,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,71654134378.5299,4454.04814983548,211007207483.515,6710.50760214164
2018,GTM,PER,52691156,91994575,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,73208583758.9105,4478.42464550944,222574697255.522,6957.79341149359
2019,GTM,PER,44867003,97750984,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,77020015201.3201,4638.63494319511,228470919605.669,7027.61220697723
2020,GTM,PER,47677569,76335493,3325.267,3282.756,3325.267,3233.813,0,1,0,0.895,0,77604632170.5853,4603.33961670975,202014363787.233,6126.87453978867
1995,GTM,PRY,0,725660,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,14655404433.2771,1424.68254256258,9062131475.02318,1897.09834727976
1996,GTM,PRY,27636,96127,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,15674835615.3139,1487.60765839974,9788391780.52421,2002.68345988885
1997,GTM,PRY,37570,123725,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,17790026221.6139,1649.00160206099,9965225678.05093,1993.80437631669
1998,GTM,PRY,50572,250863,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,19395491992.9939,1755.84958223191,9260481572.42462,1812.99366707348
1999,GTM,PRY,826731,323066,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,18318412251.3642,1619.51073552531,8837070235.51892,1694.11121032211
2000,GTM,PRY,380360,144100,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,19288827158.9035,1664.29895827045,8855705139.55857,1663.60493919986
2001,GTM,PRY,48857,468339,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,18405203853.1036,1550.36036555447,8495806432.18467,1565.0542885389
2002,GTM,PRY,3216,463940,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,20444205991.025,1682.99450068936,7196260656.84556,1300.85236671095
2003,GTM,PRY,20370,946582,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,21576351798.9145,1737.87928692973,7691367471.17992,1365.41641811806
2004,GTM,PRY,51109,958077,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,23577286226.6407,1859.098363351,9624440836.29309,1679.49511989641
2005,GTM,PRY,296204,509974,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,26783543667.064,2068.50012859333,10737500188.1123,1843.634107636
2006,GTM,PRY,39159,282058,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,29744368110.9094,2251.08796275499,13429430050.261,2271.08888540796
2007,GTM,PRY,12444,900349,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,33567868322.6252,2490.74912665208,17856270473.153,2976.82401447595
2008,GTM,PRY,774775,957703,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,38503862830.6878,2802.46196190125,24616537618.2325,4047.90979064865
2009,GTM,PRY,441384,1139180,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,37125943564.9873,2651.81712283814,22355601273.3545,3626.81863691006
2010,GTM,PRY,284707,1201336,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,40676432028.5934,2852.54732650116,27237782849.6908,4359.42841539817
2011,GTM,PRY,504572,2433379,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,46876114650.4996,3228.0457411296,33756238766.5,5329.38743682686
2012,GTM,PRY,789770,1206156,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,49593961141.7484,3355.03691881272,33296438306.4747,5185.14154871279
2013,GTM,PRY,685348,2149679,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,52996540703.5943,3522.77370621475,38651334287.6732,5936.97595902248
2014,GTM,PRY,994705,2167464,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,57852399963.7878,3779.64233613025,40377987208.689,6118.31811031962
2015,GTM,PRY,1204443,3964212,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,62186186575.7433,3994.63691288475,36211372702.8085,5413.77602061858
2016,GTM,PRY,1140683,3091316,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,66053725049.0138,4173.30166619474,36089550659.0914,5324.60906777777
2017,GTM,PRY,939108,3351933,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,71654134378.5299,4454.04814983548,38997129473.5558,5678.8699722
2018,GTM,PRY,1609078,3817836,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,73208583758.9105,4478.42464550944,40225448340.6322,5782.78454981286
2019,GTM,PRY,1384571,15067542,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,77020015201.3201,4638.63494319511,37906944074.6128,5380.9633218413
2020,GTM,PRY,873087,9566093,5691.879,5757.99,5691.879,5756.299,0,1,0,0.903,0,77604632170.5853,4603.33961670975,35670301496.1061,5001.07276045191
1995,GTM,SLV,268853421,161167703,181.113,202.124,181.113,188.354,1,1,0,0.905,1,14655404433.2771,1424.68254256258,8921947100,1585.10889560143
1996,GTM,SLV,257994280,128678996,181.113,202.124,181.113,188.354,1,1,0,0.905,1,15674835615.3139,1487.60765839974,9586327800,1684.78450487114
1997,GTM,SLV,310887700,228453741,181.113,202.124,181.113,188.354,1,1,0,0.905,1,17790026221.6139,1649.00160206099,10221705900,1778.8363374756
1998,GTM,SLV,320008913,334751532,181.113,202.124,181.113,188.354,1,1,0,0.905,1,19395491992.9939,1755.84958223191,10936669900,1886.35996566952
1999,GTM,SLV,356263342,256944003,181.113,202.124,181.113,188.354,1,1,0,0.905,1,18318412251.3642,1619.51073552531,11284197000,1930.6274566566
2000,GTM,SLV,341088867,313779207,181.113,202.124,181.113,188.354,1,1,0,0.905,1,19288827158.9035,1664.29895827045,11784927700,2001.54004887966
2001,GTM,SLV,477108381,414353963,181.113,202.124,181.113,188.354,1,1,0,0.905,1,18405203853.1036,1550.36036555447,12282533600,2072.3015906358
2002,GTM,SLV,457513320,383006837,181.113,202.124,181.113,188.354,1,1,0,0.905,1,20444205991.025,1682.99450068936,12664190300,2124.10181983345
2003,GTM,SLV,501728806,398974047,181.113,202.124,181.113,188.354,1,1,0,0.905,1,21576351798.9145,1737.87928692973,13243892200,2209.4972451963
2004,GTM,SLV,544845640,434906667,181.113,202.124,181.113,188.354,1,1,0,0.905,1,23577286226.6407,1859.098363351,13724810900,2278.4303299528
2005,GTM,SLV,653001138,369125221,181.113,202.124,181.113,188.354,1,1,0,0.905,1,26783543667.064,2068.50012859333,14698000000,2428.56887928932
2006,GTM,SLV,489519575,283636364,181.113,202.124,181.113,188.354,1,1,0,0.905,1,29744368110.9094,2251.08796275499,15999890000,2631.82273894031
2007,GTM,SLV,841286751,620817136,181.113,202.124,181.113,188.354,1,1,0,0.905,1,33567868322.6252,2490.74912665208,17011750000,2786.15777431659
2008,GTM,SLV,972585302,687205962,181.113,202.124,181.113,188.354,1,1,0,0.905,1,38503862830.6878,2802.46196190125,17986890000,2933.3942401921
2009,GTM,SLV,817282970,463029320,181.113,202.124,181.113,188.354,1,1,0,0.905,1,37125943564.9873,2651.81712283814,17601620000,2858.48334388385
2010,GTM,SLV,993793094,675571696,181.113,202.124,181.113,188.354,1,1,0,0.905,1,40676432028.5934,2852.54732650116,18447920000,2983.2288061357
2011,GTM,SLV,1125928493,820369591,181.113,202.124,181.113,188.354,1,1,0,0.905,1,46876114650.4996,3228.0457411296,20283780000,3266.01097774165
2012,GTM,SLV,1110744004,780284705,181.113,202.124,181.113,188.354,1,1,0,0.905,1,49593961141.7484,3355.03691881272,21386150000,3428.40933246681
2013,GTM,SLV,1108769719,819984473,181.113,202.124,181.113,188.354,1,1,0,0.905,1,52996540703.5943,3522.77370621475,21990960000,3509.52653622458
2014,GTM,SLV,1263804379,830655084,181.113,202.124,181.113,188.354,1,1,0,0.905,1,57852399963.7878,3779.64233613025,22593470000,3589.04288461991
2015,GTM,SLV,1239767515,903702206,181.113,202.124,181.113,188.354,1,1,0,0.905,1,62186186575.7433,3994.63691288475,23438240000,3705.57970353453
2016,GTM,SLV,1204217390,902040120,181.113,202.124,181.113,188.354,1,1,0,0.905,1,66053725049.0138,4173.30166619474,24191430000,3805.99568574434
2017,GTM,SLV,1216534630,972192948,181.113,202.124,181.113,188.354,1,1,0,0.905,1,71654134378.5299,4454.04814983548,24979190000,3910.25440332717
2018,GTM,SLV,1335072215,1025106051,181.113,202.124,181.113,188.354,1,1,0,0.905,1,73208583758.9105,4478.42464550944,26020850000,4052.62477533742
2019,GTM,SLV,1383082151,1034350048,181.113,202.124,181.113,188.354,1,1,0,0.905,1,77020015201.3201,4638.63494319511,26896660000,4167.73093878563
2020,GTM,SLV,1313447063,974906451,181.113,202.124,181.113,188.354,1,1,0,0.905,1,77604632170.5853,4603.33961670975,24638720000,3798.63652082321
1995,GTM,SUR,226993,13315,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,14655404433.2771,1424.68254256258,691590497.737557,1565.21202336887
1996,GTM,SUR,403070,531,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,15674835615.3139,1487.60765839974,861411471.321696,1921.90543949937
1997,GTM,SUR,508387,0,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,17790026221.6139,1649.00160206099,926422500,2039.83684343796
1998,GTM,SUR,671620,5498,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,19395491992.9939,1755.84958223191,1110850000,2415.742065684
1999,GTM,SUR,979867,0,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,18318412251.3642,1619.51073552531,886290697.674419,1904.44517958318
2000,GTM,SUR,899559,0,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,19288827158.9035,1664.29895827045,947671969.69697,2012.28165067815
2001,GTM,SUR,807908,0,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,18405203853.1036,1550.36036555447,834279357.798165,1750.57673687227
2002,GTM,SUR,493737,0,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,20444205991.025,1682.99450068936,1093574468.08511,2267.75398376931
2003,GTM,SUR,111750,18599,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,21576351798.9145,1737.87928692973,1274190311.41869,2611.37749349033
2004,GTM,SUR,33303,37073,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,23577286226.6407,1859.098363351,1484092538.40527,3006.18323287406
2005,GTM,SUR,571266,44664,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,26783543667.064,2068.50012859333,1793388732.29125,3590.64818332412
2006,GTM,SUR,42030,24,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,29744368110.9094,2251.08796275499,2626380435.17877,5197.74790651499
2007,GTM,SUR,1016262,6172,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,33567868322.6252,2490.74912665208,2936612021.85792,5744.75972670722
2008,GTM,SUR,3021569,0,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,38503862830.6878,2802.46196190125,3532969034.60838,6831.98362206284
2009,GTM,SUR,3852562,41934,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,37125943564.9873,2651.81712283814,3875409836.06557,7408.36078641818
2010,GTM,SUR,3435071,40945,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,40676432028.5934,2852.54732650116,4368398047.64333,8255.87487222955
2011,GTM,SUR,4937910,7356,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,46876114650.4996,3228.0457411296,4422276621.78703,8263.20380320348
2012,GTM,SUR,4902104,0,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,49593961141.7484,3355.03691881272,4980000000,9200.97478600343
2013,GTM,SUR,3208719,11033,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,52996540703.5943,3522.77370621475,5145757575.75758,9402.1644191114
2014,GTM,SUR,2416008,5378,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,57852399963.7878,3779.64233613025,5240606060.60606,9471.92200052426
2015,GTM,SUR,2537226,13107,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,62186186575.7433,3994.63691288475,5126291450.81511,9168.23715664009
2016,GTM,SUR,5322740,147234,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,66053725049.0138,4173.30166619474,3317438910.83068,5872.78942866166
2017,GTM,SUR,5507025,293408,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,71654134378.5299,4454.04814983548,3591623596.03082,6295.56056173578
2018,GTM,SUR,5117950,48255,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,73208583758.9105,4478.42464550944,3996247906.19765,6938.08698147294
2019,GTM,SUR,5708861,2205,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,77020015201.3201,4638.63494319511,3984483762.37123,6853.69341077988
2020,GTM,SUR,5276620,44754,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0,77604632170.5853,4603.33961670975,2884248048.49068,4916.60566637918
1995,GTM,TTO,667495,1243723,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,14655404433.2771,1424.68254256258,5329214163.22001,4249.09437348112
1996,GTM,TTO,5860659,2603010,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,15674835615.3139,1487.60765839974,5759537726.26601,4579.97810520482
1997,GTM,TTO,1936033,4622984,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,17790026221.6139,1649.00160206099,5737751331.63779,4554.35645824129
1998,GTM,TTO,857578,17257509,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,19395491992.9939,1755.84958223191,6043694330.21609,4790.1237380834
1999,GTM,TTO,1626146,41033824,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,18318412251.3642,1619.51073552531,6808982520.75759,5387.16438588431
2000,GTM,TTO,1770882,21659047,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,19288827158.9035,1664.29895827045,8154338232.95978,6435.13421201268
2001,GTM,TTO,2034290,1179207,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,18405203853.1036,1550.36036555447,8824873259.32105,6939.82847117988
2002,GTM,TTO,813353,1595429,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,20444205991.025,1682.99450068936,9008273720.93395,7053.08737085832
2003,GTM,TTO,618799,2154382,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,21576351798.9145,1737.87928692973,11305459802.0683,8807.86606828197
2004,GTM,TTO,3130236,2110993,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,23577286226.6407,1859.098363351,13280275123.0354,10293.8692465675
2005,GTM,TTO,11156699,64143228,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,26783543667.064,2068.50012859333,15982282462.3786,12327.2807128582
2006,GTM,TTO,1709396,14602350,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0,29744368110.9094,2251.08796275499,18369361094.3886,14102.5932894722
